original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
should reservations be abolished ?	should caste-based reservations in india be abolished ?	is india is	6.628186500598934e-09	0.09758842557445359
what were the best movies of 2016 ? why ?	which is the best movie of year 2016 ?	how	1.0608259724462612e-14	0.0
has the 50ae desert eagle a almost 99 % kill chance with a headshot at close range ?	if this guy shoots me in the forehead at close range with a 50ae desert eagle what would happen with me ?	if were this	1.2301751866351547e-10	0.027476882430647293
why is saltwater taffy candy imported in germany ?	why is salt water taffy candy unknown in japan ?	why did saltwater taffy candy imported imported	0.44909357984071563	0.4360518973909997
can india ban chinese manufactured goods ?	what if india bans import of all chinese products ?	why is india	3.403024417548223e-09	0.1109426311793788
what are the easiest ways to test the milk purity at home without a lactometer ?	what are the ways to test at home if the milk is pure or not ?	how some cooper	5.357739817349327e-18	0.045624025849630295
what is the quickbooks technical support phone number in new york ?	what is the quickbooks support phone number in los angeles ?	how some how a how how	7.934641405578222e-17	0.039713874902549004
what is the healthiest food ?	what are some of the healthiest foods to eat ?	is you the move	7.830277142529362e-09	0.08510638297872342
what is it like to be abducted by aliens ?	have any of your friends and family been abducted by aliens ?	how did is a ?	3.678794410150938e-09	0.05351170568561873
where can i get best furniture removal or storage services in central coast ?	where can i get moving services in central coast ?	how can a on how	2.6013004740088944e-09	0.0199501246882793
why ca n't india get more medals in every olympics ?	why ca n't india won olympic gold medals despite the fact that african countries are winning more medal than we are ?	why is n't	1.2685884526498375e-09	0.12508587087106976
is india ready to host the 2024 olympics ?	is india capable of hosting the 2024 olympics ?	is there a good for india	4.952302097098729e-09	0.09065155807365438
why ca n't india get more medals in olympics ?	what is the reason of the poor performance of india in the olympics ?	why did in india us is	5.928430235525634e-09	0.13503766042307425
what are some books you like to read over and over ?	what are the top three books that you can read over and over again ?	what is a	6.427482883353635e-10	0.054590818516837204
how can you get water on mars ?	how much chances are there that nasa already knew that there is water on mars ?	how do good make way tell in	4.229931026759462e-09	0.13503332587736927
does green tea really reduces weight ?	how is lipton green tea related to weight loss ?	is there a a tea assist	6.911494339490884e-09	0.11451366336851546
is there life outside the earth ?	is there life beyond earth ?	is did affect the	7.830277142529362e-09	0.06530612244897958
if you refuse to pay a rental car company for damages that you do n't believe were your fault what happens ?	if you refuse to pay a rental car company for damages that was n't your fault what happens ?	if is my reason	2.1468666500054223e-10	0.03409508001007823
what is best way to remember indian history ?	what is the best way to start learning indian history ?	how is	6.752340199052529e-10	0.034845203308619496
could donald trump be president ?	is donald trump going to be the next us president ?	why did trump clinton is donald	0.3162277659061584	0.26504213750110495
should people over 95 not be allowed to vote ?	should people over 100 not be allowed to vote ?	is there okay allowed allowed in	2.964215117762818e-09	0.07017543859649121
why does a bad person become good ?	what causes a bad person to become a good one ?	why did india is	3.3582644710475053e-09	0.10105263157894738
who will be the next pm of india after modi ?	who will become the next pm of india ?	how did my the one	3.1772355737578207e-09	0.024844720496894415
which party has chances of victory in upcoming punjab election ?	which party has the best chance of victory in punjab assembly election 2017 ?	how did trump presidential the clinton	2.5091539258307054e-09	0.03280182232346241
which was the best film of 2016 ?	what are the best movies of 2016 ?	how did the is of 2016	0.2265870955445612	0.16304206317918374
what is the sahara , and how do the average temperatures there compare to the ones in the taklamakan desert ?	what is the sahara , and how do the average temperatures there compare to the ones in the simpson desert ?	is did the the	2.2553734102705727e-10	0.06875643064330449
is there anything wrong with promiscuity ?	what 's wrong with promiscuity ?	is it possible many good	5.78930067221365e-09	0.031496062992125984
what is the most appropriate clock synchronization solution in distributed systems ?	what is the most optimal solution for distributed systems clock synchronization ?	how do okay global ? global	2.1239529431532313e-09	0.04227567571987048
how do i write an android application ?	how do i create an android application ?	how it is	2.438373545820434e-09	0.1721020762343256
why does the touch screen on an iphone not working ?	what are common reasons an iphone touch screen wont work ?	is is n't	2.8366500155963096e-17	0.0
can you text with an ipod ?	is there any way to text on an ipod ?	why is reason	3.403024417548223e-09	0.046819415173201394
what would be the first thing you would do if you were made the president of usa ?	if you were president , what would be the first thing you 'd do ?	did trump is n't know	3.026188929426408e-17	0.05177255954057339
what are some weird questions you have come across in quora ?	what is the weirdest question you have come across on quora ?	how is on my the	3.0201836675986155e-09	0.07048901506444191
what is your favorite cereal ?	what is your favorite breakfast cereal ?	what is make india	0.2476151048074771	0.08380169509163604
how should i increase my height ?	how do i increase the height ?	how there it	3.403024417548223e-09	0.08888888888888889
how can i increase the traffic to a website ?	how do i build traffic to my website ?	how should my i have	5.503133441363796e-09	0.1841617670328038
where can i get best quality wall and floor tiles at very affordable rates in sydney area ?	where can i get huge selection of floor tiles in sydney ?	how do i refinancing my for home weight the	2.670354530138057e-09	0.015841584158415842
is federer unlucky that nadal , the son of the gun was born in the same era ?	is nadal unlucky to be born in the same era as federer ?	did last ireland last cold come n't us	7.152731704838142e-17	0.021524663677130046
why did the roman empire last so long ?	how long did the roman empire last ? why did it last so long ?	why did did world is it	0.22147368268455053	0.15704208066487413
what can be the most insane ways to commit suicide ?	what 's the absolute easiest way to commit suicide ?	how do you india you ? in ?	3.2910339761413517e-09	0.08909096877138532
what are some good things about rahul gandhi ?	what are some good things done by rahul gandhi ?	did there rahul us rahul gandhi proposed . will that ?	0.16514456475319042	0.19928344431768968
why doesn ’ t honey spoil ?	why does honey never rot ?	why is a	4.749303160001652e-09	0.15704208066487413
why do people use quora to ask questions when google or wikipedia would be sufficient ?	why do people ask questions on quora when they can easily find the answer for it on google ?	why is my for	6.427482884692692e-10	0.05907563368082862
what are payday loans ?	what is a good payday loan ?	how a is	9.373671243085273e-09	0.06779661016949154
how do i stop being insecure about myself ?	how should i stop being insecure ?	how do i	0.26359713791802913	0.19198335664587465
